District,Date,Second-hand price (yuan/m²),New house price (yuan/m²),Source URL
金山区,2025-03,17200,26224,https://fangjia.gotohui.com/years/2494/2025/
金山区,2025-04,16400,27006,https://fangjia.gotohui.com/years/2494/2025/
金山区,2025-05,16100,27287,https://fangjia.gotohui.com/years/2494/2025/
金山区,2025-06,17200,27011,https://fangjia.gotohui.com/years/2494/2025/
金山区,2025-07,16300,26636,https://fangjia.gotohui.com/years/2494/2025/
金山区,2025-08,16600,26033,https://fangjia.gotohui.com/years/2494/2025/
金山区,2025-09,16200,25634,https://fangjia.gotohui.com/years/2494/2025/
金山区,2025-0份,,,https://fangjia.gotohui.com/years/2494/2025/
金山区,2025-10,17100,25612,https://fangjia.gotohui.com/years/2494/2025/
金山区,2025-11,15500,26009,https://fangjia.gotohui.com/years/2494/2025/
金山区,2025-12,16300,26928,https://fangjia.gotohui.com/years/2494/2025/
金山区,2026-01,16400,27062,https://fangjia.gotohui.com/fjdata-2494
金山区,2026-02,16000,27430,https://fangjia.gotohui.com/fjdata-2494
金山区,2026-03,16000,27518,https://fangjia.gotohui.com/fjdata-2494
金山区,2026-04,14000,27413,https://fangjia.gotohui.com/fjdata-2494
长宁区,2023-01,86385,0,https://fangjia.gotohui.com/years/2500/2023/
长宁区,2023-02,90771,0,https://fangjia.gotohui.com/years/2500/2023/
长宁区,2023-03,90001,0,https://fangjia.gotohui.com/years/2500/2023/
长宁区,2023-04,85763,0,https://fangjia.gotohui.com/years/2500/2023/
长宁区,2023-05,88090,0,https://fangjia.gotohui.com/years/2500/2023/
长宁区,2023-06,88514,0,https://fangjia.gotohui.com/years/2500/2023/
长宁区,2023-07,83488,130915,https://fangjia.gotohui.com/years/2500/2023/
长宁区,2023-08,82446,129514,https://fangjia.gotohui.com/years/2500/2023/
长宁区,2023-09,85862,131562,https://fangjia.gotohui.com/years/2500/2023/
长宁区,2023-0份,,,https://fangjia.gotohui.com/years/2500/2023/
长宁区,2023-10,85113,129207,https://fangjia.gotohui.com/years/2500/2023/
长宁区,2023-11,85853,130284,https://fangjia.gotohui.com/years/2500/2023/
长宁区,2023-12,85744,131295,https://fangjia.gotohui.com/years/2500/2023/
长宁区,2024-01,84771,130698,https://fangjia.gotohui.com/years/2500/2024/
长宁区,2024-02,82949,129946,https://fangjia.gotohui.com/years/2500/2024/
长宁区,2024-03,83887,130281,https://fangjia.gotohui.com/years/2500/2024/
长宁区,2024-04,79352,129965,https://fangjia.gotohui.com/years/2500/2024/
长宁区,2024-05,81895,129269,https://fangjia.gotohui.com/years/2500/2024/
长宁区,2024-06,80557,130785,https://fangjia.gotohui.com/years/2500/2024/
长宁区,2024-07,79946,130886,https://fangjia.gotohui.com/years/2500/2024/
长宁区,2024-08,80105,128465,https://fangjia.gotohui.com/years/2500/2024/
长宁区,2024-09,77933,128894,https://fangjia.gotohui.com/years/2500/2024/
长宁区,2024-0份,,,https://fangjia.gotohui.com/years/2500/2024/
长宁区,2024-10,78283,131766,https://fangjia.gotohui.com/years/2500/2024/
长宁区,2024-11,81041,100486,https://fangjia.gotohui.com/years/2500/2024/
长宁区,2024-12,78596,101707,https://fangjia.gotohui.com/years/2500/2024/
长宁区,2025-01,80276,101275,https://fangjia.gotohui.com/years/2500/2025/
长宁区,2025-02,81747,101350,https://fangjia.gotohui.com/years/2500/2025/
长宁区,2025-03,81000,146551,https://fangjia.gotohui.com/years/2500/2025/
长宁区,2025-04,78200,142861,https://fangjia.gotohui.com/years/2500/2025/
长宁区,2025-05,75100,143104,https://fangjia.gotohui.com/years/2500/2025/
长宁区,2025-06,74200,108895,https://fangjia.gotohui.com/years/2500/2025/
长宁区,2025-07,74300,138736,https://fangjia.gotohui.com/years/2500/2025/
长宁区,2025-08,77800,137834,https://fangjia.gotohui.com/years/2500/2025/
长宁区,2025-09,70900,138278,https://fangjia.gotohui.com/years/2500/2025/
长宁区,2025-0份,,,https://fangjia.gotohui.com/years/2500/2025/
长宁区,2025-10,69400,133669,https://fangjia.gotohui.com/years/2500/2025/
长宁区,2025-11,69800,133805,https://fangjia.gotohui.com/years/2500/2025/
长宁区,2025-12,68700,133720,https://fangjia.gotohui.com/years/2500/2025/
长宁区,2026-01,71500,132769,https://fangjia.gotohui.com/fjdata-2500
长宁区,2026-02,67400,49773,https://fangjia.gotohui.com/fjdata-2500
长宁区,2026-03,72600,49174,https://fangjia.gotohui.com/fjdata-2500
长宁区,2026-04,70400,49404,https://fangjia.gotohui.com/fjdata-2500
闵行区,2023-01,66221,72189,https://fangjia.gotohui.com/years/2492/2023/
闵行区,2023-02,64509,66879,https://fangjia.gotohui.com/years/2492/2023/
闵行区,2023-03,64897,66780,https://fangjia.gotohui.com/years/2492/2023/
闵行区,2023-04,63400,66500,https://fangjia.gotohui.com/years/2492/2023/
闵行区,2023-05,65791,66293,https://fangjia.gotohui.com/years/2492/2023/
闵行区,2023-06,64978,66687,https://fangjia.gotohui.com/years/2492/2023/
闵行区,2023-07,65079,66968,https://fangjia.gotohui.com/years/2492/2023/
闵行区,2023-08,66039,69937,https://fangjia.gotohui.com/years/2492/2023/
闵行区,2023-09,66394,67942,https://fangjia.gotohui.com/years/2492/2023/
闵行区,2023-0份,,,https://fangjia.gotohui.com/years/2492/2023/
闵行区,2023-10,65686,67621,https://fangjia.gotohui.com/years/2492/2023/
闵行区,2023-11,65410,70244,https://fangjia.gotohui.com/years/2492/2023/
闵行区,2023-12,66265,72389,https://fangjia.gotohui.com/years/2492/2023/
闵行区,2024-01,66606,70209,https://fangjia.gotohui.com/years/2492/2024/
闵行区,2024-02,62082,70136,https://fangjia.gotohui.com/years/2492/2024/
闵行区,2024-03,62966,72911,https://fangjia.gotohui.com/years/2492/2024/
闵行区,2024-04,63291,76670,https://fangjia.gotohui.com/years/2492/2024/
闵行区,2024-05,63385,75801,https://fangjia.gotohui.com/years/2492/2024/
闵行区,2024-06,63852,73037,https://fangjia.gotohui.com/years/2492/2024/
闵行区,2024-07,63765,74225,https://fangjia.gotohui.com/years/2492/2024/
闵行区,2024-08,61898,73421,https://fangjia.gotohui.com/years/2492/2024/
闵行区,2024-09,60930,73555,https://fangjia.gotohui.com/years/2492/2024/
闵行区,2024-0份,,,https://fangjia.gotohui.com/years/2492/2024/
闵行区,2024-10,60723,71725,https://fangjia.gotohui.com/years/2492/2024/
闵行区,2024-11,60417,72254,https://fangjia.gotohui.com/years/2492/2024/
闵行区,2024-12,60195,72802,https://fangjia.gotohui.com/years/2492/2024/
闵行区,2025-01,58844,73561,https://fangjia.gotohui.com/years/2492/2025/
闵行区,2025-02,61958,71773,https://fangjia.gotohui.com/years/2492/2025/
闵行区,2025-03,59400,72138,https://fangjia.gotohui.com/years/2492/2025/
闵行区,2025-04,58900,73015,https://fangjia.gotohui.com/years/2492/2025/
闵行区,2025-05,58200,70589,https://fangjia.gotohui.com/years/2492/2025/
闵行区,2025-06,56400,73192,https://fangjia.gotohui.com/years/2492/2025/
闵行区,2025-07,60100,71946,https://fangjia.gotohui.com/years/2492/2025/
闵行区,2025-08,58200,75373,https://fangjia.gotohui.com/years/2492/2025/
闵行区,2025-09,61400,73238,https://fangjia.gotohui.com/years/2492/2025/
闵行区,2025-0份,,,https://fangjia.gotohui.com/years/2492/2025/
闵行区,2025-10,58500,74142,https://fangjia.gotohui.com/years/2492/2025/
闵行区,2025-11,55800,75256,https://fangjia.gotohui.com/years/2492/2025/
闵行区,2025-12,55900,74343,https://fangjia.gotohui.com/years/2492/2025/
闵行区,2026-01,56700,73847,https://fangjia.gotohui.com/fjdata-2492
闵行区,2026-02,54700,73813,https://fangjia.gotohui.com/fjdata-2492
闵行区,2026-03,53400,73736,https://fangjia.gotohui.com/fjdata-2492
闵行区,2026-04,54900,75739,https://fangjia.gotohui.com/fjdata-2492
青浦区,2023-01,50493,51214,https://fangjia.gotohui.com/years/2489/2023/
青浦区,2023-02,48729,49221,https://fangjia.gotohui.com/years/2489/2023/
青浦区,2023-03,51262,48712,https://fangjia.gotohui.com/years/2489/2023/
青浦区,2023-04,54572,45912,https://fangjia.gotohui.com/years/2489/2023/
青浦区,2023-05,49096,45764,https://fangjia.gotohui.com/years/2489/2023/
青浦区,2023-06,58326,45625,https://fangjia.gotohui.com/years/2489/2023/
青浦区,2023-07,48789,46119,https://fangjia.gotohui.com/years/2489/2023/
青浦区,2023-08,54680,46842,https://fangjia.gotohui.com/years/2489/2023/
青浦区,2023-09,55533,45517,https://fangjia.gotohui.com/years/2489/2023/
青浦区,2023-0份,,,https://fangjia.gotohui.com/years/2489/2023/
青浦区,2023-10,50657,44487,https://fangjia.gotohui.com/years/2489/2023/
青浦区,2023-11,52511,43675,https://fangjia.gotohui.com/years/2489/2023/
青浦区,2023-12,52789,44091,https://fangjia.gotohui.com/years/2489/2023/
青浦区,2024-01,54785,45463,https://fangjia.gotohui.com/years/2489/2024/
青浦区,2024-02,53587,47745,https://fangjia.gotohui.com/years/2489/2024/
青浦区,2024-03,56054,45909,https://fangjia.gotohui.com/years/2489/2024/
青浦区,2024-04,56929,45566,https://fangjia.gotohui.com/years/2489/2024/
青浦区,2024-05,55432,45769,https://fangjia.gotohui.com/years/2489/2024/
青浦区,2024-06,55367,46357,https://fangjia.gotohui.com/years/2489/2024/
青浦区,2024-07,52616,45826,https://fangjia.gotohui.com/years/2489/2024/
青浦区,2024-08,47727,45890,https://fangjia.gotohui.com/years/2489/2024/
青浦区,2024-09,52726,46640,https://fangjia.gotohui.com/years/2489/2024/
青浦区,2024-0份,,,https://fangjia.gotohui.com/years/2489/2024/
青浦区,2024-10,56682,46097,https://fangjia.gotohui.com/years/2489/2024/
青浦区,2024-11,58065,46994,https://fangjia.gotohui.com/years/2489/2024/
青浦区,2024-12,52257,46438,https://fangjia.gotohui.com/years/2489/2024/
青浦区,2025-01,49557,47253,https://fangjia.gotohui.com/years/2489/2025/
青浦区,2025-02,57783,45376,https://fangjia.gotohui.com/years/2489/2025/
青浦区,2025-03,53300,47391,https://fangjia.gotohui.com/years/2489/2025/
青浦区,2025-04,45900,47950,https://fangjia.gotohui.com/years/2489/2025/
青浦区,2025-05,50700,48083,https://fangjia.gotohui.com/years/2489/2025/
青浦区,2025-06,55300,45841,https://fangjia.gotohui.com/years/2489/2025/
青浦区,2025-07,59600,46643,https://fangjia.gotohui.com/years/2489/2025/
青浦区,2025-08,52400,46670,https://fangjia.gotohui.com/years/2489/2025/
青浦区,2025-09,57000,46135,https://fangjia.gotohui.com/years/2489/2025/
青浦区,2025-0份,,,https://fangjia.gotohui.com/years/2489/2025/
青浦区,2025-10,43300,45429,https://fangjia.gotohui.com/years/2489/2025/
青浦区,2025-11,47000,44777,https://fangjia.gotohui.com/years/2489/2025/
青浦区,2025-12,48500,45428,https://fangjia.gotohui.com/years/2489/2025/
青浦区,2026-01,56000,45938,https://fangjia.gotohui.com/fjdata-2489
青浦区,2026-02,46800,45980,https://fangjia.gotohui.com/fjdata-2489
青浦区,2026-03,42700,45818,https://fangjia.gotohui.com/fjdata-2489
青浦区,2026-04,42200,45917,https://fangjia.gotohui.com/fjdata-2489
静安区,2023-01,95977,130143,https://fangjia.gotohui.com/years/2496/2023/
静安区,2023-02,94782,131033,https://fangjia.gotohui.com/years/2496/2023/
静安区,2023-03,96815,130750,https://fangjia.gotohui.com/years/2496/2023/
静安区,2023-04,98243,130748,https://fangjia.gotohui.com/years/2496/2023/
静安区,2023-05,96901,130828,https://fangjia.gotohui.com/years/2496/2023/
静安区,2023-06,98202,135176,https://fangjia.gotohui.com/years/2496/2023/
静安区,2023-07,96367,133602,https://fangjia.gotohui.com/years/2496/2023/
静安区,2023-08,96232,126622,https://fangjia.gotohui.com/years/2496/2023/
静安区,2023-09,98552,125123,https://fangjia.gotohui.com/years/2496/2023/
静安区,2023-0份,,,https://fangjia.gotohui.com/years/2496/2023/
静安区,2023-10,99094,126541,https://fangjia.gotohui.com/years/2496/2023/
静安区,2023-11,96101,134411,https://fangjia.gotohui.com/years/2496/2023/
静安区,2023-12,98982,135941,https://fangjia.gotohui.com/years/2496/2023/
静安区,2024-01,97619,137037,https://fangjia.gotohui.com/years/2496/2024/
静安区,2024-02,101824,136108,https://fangjia.gotohui.com/years/2496/2024/
静安区,2024-03,97067,132484,https://fangjia.gotohui.com/years/2496/2024/
静安区,2024-04,96713,130988,https://fangjia.gotohui.com/years/2496/2024/
静安区,2024-05,94579,134655,https://fangjia.gotohui.com/years/2496/2024/
静安区,2024-06,94320,132083,https://fangjia.gotohui.com/years/2496/2024/
静安区,2024-07,92195,123206,https://fangjia.gotohui.com/years/2496/2024/
静安区,2024-08,93414,121861,https://fangjia.gotohui.com/years/2496/2024/
静安区,2024-09,92801,121958,https://fangjia.gotohui.com/years/2496/2024/
静安区,2024-0份,,,https://fangjia.gotohui.com/years/2496/2024/
静安区,2024-10,95312,120175,https://fangjia.gotohui.com/years/2496/2024/
静安区,2024-11,92050,119262,https://fangjia.gotohui.com/years/2496/2024/
静安区,2024-12,92856,120286,https://fangjia.gotohui.com/years/2496/2024/
静安区,2025-01,94804,121301,https://fangjia.gotohui.com/years/2496/2025/
静安区,2025-02,91480,120092,https://fangjia.gotohui.com/years/2496/2025/
静安区,2025-03,90100,131456,https://fangjia.gotohui.com/years/2496/2025/
静安区,2025-04,89000,123700,https://fangjia.gotohui.com/years/2496/2025/
静安区,2025-05,88500,129847,https://fangjia.gotohui.com/years/2496/2025/
静安区,2025-06,86500,138628,https://fangjia.gotohui.com/years/2496/2025/
静安区,2025-07,81100,139846,https://fangjia.gotohui.com/years/2496/2025/
静安区,2025-08,84900,139366,https://fangjia.gotohui.com/years/2496/2025/
静安区,2025-09,87600,132485,https://fangjia.gotohui.com/years/2496/2025/
静安区,2025-0份,,,https://fangjia.gotohui.com/years/2496/2025/
静安区,2025-10,85200,130388,https://fangjia.gotohui.com/years/2496/2025/
静安区,2025-11,80700,132094,https://fangjia.gotohui.com/years/2496/2025/
静安区,2025-12,80000,132150,https://fangjia.gotohui.com/years/2496/2025/
静安区,2026-01,81700,132387,https://fangjia.gotohui.com/fjdata-2496
静安区,2026-02,85300,131663,https://fangjia.gotohui.com/fjdata-2496
静安区,2026-03,83300,131980,https://fangjia.gotohui.com/fjdata-2496
静安区,2026-04,83000,131322,https://fangjia.gotohui.com/fjdata-2496
黄浦区,2023-01,120721,0,https://fangjia.gotohui.com/years/2497/2023/
黄浦区,2023-02,122230,0,https://fangjia.gotohui.com/years/2497/2023/
黄浦区,2023-03,128605,0,https://fangjia.gotohui.com/years/2497/2023/
黄浦区,2023-04,129354,0,https://fangjia.gotohui.com/years/2497/2023/
黄浦区,2023-05,127376,0,https://fangjia.gotohui.com/years/2497/2023/
黄浦区,2023-06,125024,0,https://fangjia.gotohui.com/years/2497/2023/
黄浦区,2023-07,121698,145429,https://fangjia.gotohui.com/years/2497/2023/
黄浦区,2023-08,138495,132934,https://fangjia.gotohui.com/years/2497/2023/
黄浦区,2023-09,131455,144445,https://fangjia.gotohui.com/years/2497/2023/
黄浦区,2023-0份,,,https://fangjia.gotohui.com/years/2497/2023/
黄浦区,2023-10,129002,145599,https://fangjia.gotohui.com/years/2497/2023/
黄浦区,2023-11,129755,143750,https://fangjia.gotohui.com/years/2497/2023/
黄浦区,2023-12,129867,143778,https://fangjia.gotohui.com/years/2497/2023/
黄浦区,2024-01,125250,143914,https://fangjia.gotohui.com/years/2497/2024/
黄浦区,2024-02,147434,144549,https://fangjia.gotohui.com/years/2497/2024/
黄浦区,2024-03,140130,153194,https://fangjia.gotohui.com/years/2497/2024/
黄浦区,2024-04,129976,156148,https://fangjia.gotohui.com/years/2497/2024/
黄浦区,2024-05,124510,156100,https://fangjia.gotohui.com/years/2497/2024/
黄浦区,2024-06,121616,150857,https://fangjia.gotohui.com/years/2497/2024/
黄浦区,2024-07,124388,149112,https://fangjia.gotohui.com/years/2497/2024/
黄浦区,2024-08,125870,149633,https://fangjia.gotohui.com/years/2497/2024/
黄浦区,2024-09,122076,166879,https://fangjia.gotohui.com/years/2497/2024/
黄浦区,2024-0份,,,https://fangjia.gotohui.com/years/2497/2024/
黄浦区,2024-10,121780,166742,https://fangjia.gotohui.com/years/2497/2024/
黄浦区,2024-11,116154,168913,https://fangjia.gotohui.com/years/2497/2024/
黄浦区,2024-12,121498,167321,https://fangjia.gotohui.com/years/2497/2024/
黄浦区,2025-01,131748,169954,https://fangjia.gotohui.com/years/2497/2025/
黄浦区,2025-02,121107,166575,https://fangjia.gotohui.com/years/2497/2025/
黄浦区,2025-03,118000,167888,https://fangjia.gotohui.com/years/2497/2025/
黄浦区,2025-04,111000,162977,https://fangjia.gotohui.com/years/2497/2025/
黄浦区,2025-05,114000,169681,https://fangjia.gotohui.com/years/2497/2025/
黄浦区,2025-06,113000,171085,https://fangjia.gotohui.com/years/2497/2025/
黄浦区,2025-07,113000,172292,https://fangjia.gotohui.com/years/2497/2025/
黄浦区,2025-08,110000,172841,https://fangjia.gotohui.com/years/2497/2025/
黄浦区,2025-09,109000,166523,https://fangjia.gotohui.com/years/2497/2025/
黄浦区,2025-0份,,,https://fangjia.gotohui.com/years/2497/2025/
黄浦区,2025-10,102000,170930,https://fangjia.gotohui.com/years/2497/2025/
黄浦区,2025-11,105000,173201,https://fangjia.gotohui.com/years/2497/2025/
黄浦区,2025-12,104000,173279,https://fangjia.gotohui.com/years/2497/2025/
黄浦区,2026-01,109000,200609,https://fangjia.gotohui.com/fjdata-2497
黄浦区,2026-02,106000,199790,https://fangjia.gotohui.com/fjdata-2497
黄浦区,2026-03,102000,199785,https://fangjia.gotohui.com/fjdata-2497
黄浦区,2026-04,108000,200512,https://fangjia.gotohui.com/fjdata-2497
